Equipment_ID,OrderType,WorkOrderDescription,OperationDescription,Maintenance_activity_type,CreatedDate,ActualStartDate,ActualFinishDate,OrderStatus,MaintenanceWorkCenter
R-201,CM,Reactor R-101 agitator drive fault alarm. Motor current 6.3 A spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM03,2019-04-12,2019-04-12,2019-04-12,OPEN,MECH_TEAM_D
R-201,PM,"Reactor R-03 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2022-04-13,2022-06-03,2022-06-03,PCNF,MECH_TEAM_D
R-201,PM,Reactor R-201 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM02,2021-09-28,2021-11-07,2021-11-07,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-02 jacket leak confirmed. Pressure decay test failed on zone 80 at 18.2 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CM01,2019-07-20,2019-07-21,2019-07-21,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-02 jacket leak confirmed. Pressure decay test failed on zone 80 at 18.2 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CM01,2022-04-14,2022-04-13,2022-04-13,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-01 pH probe AT failure. Reading frozen at 235.0 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2019-07-20,2019-07-19,2019-07-19,TECO,MECH_TEAM_D
R-201,CM,Reactor R-201 jacket leak confirmed. Pressure decay test failed on zone 224 at 3.1 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CM03,2021-09-27,2021-09-28,2021-09-28,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-03 jacket leak confirmed. Pressure decay test failed on zone 101 at 13.8 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CM01,2019-07-19,2019-07-20,2019-07-20,REL,MECH_TEAM_D
R-201,PM,Reactor R-101 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM03,2022-01-06,2022-03-03,2022-03-04,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-201 pH probe AT failure. Reading frozen at 216.6 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM02,2020-05-21,2020-05-20,2020-05-21,CLSD,MECH_TEAM_D
R-201,PM,Reactor R-03 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM01,2019-07-19,2019-09-01,2019-09-01,PCNF,MECH_TEAM_D
R-201,CM,Reactor R-03 jacket leak confirmed. Pressure decay test failed on zone 101 at 13.8 bar.,Identify Leak Location On Jacket Weld Seam Using Nitrogen Pressure Test. Weld Repair By Certified Welder. Post Weld Heat Treat If Required. Retest At 1.5X Design Pressure.,CM01,2020-11-29,2020-12-01,2020-12-01,REL,MECH_TEAM_D
R-201,CM,Reactor R-101 jacket leak confirmed. Pressure decay test failed on zone 116 at 7.9 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CM1,2019-04-12,2019-04-13,2019-04-13,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-03 pH probe AT failure. Reading frozen at 30.6 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2022-04-14,2022-04-15,2022-04-15,TECO,MECH_TEAM_D
R-201,CM,Reactor R-02 pH probe AT failure. Reading frozen at 100.0 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2019-01-21,,2019-01-21,CLSD,MECH_TEAM_D
R-201,PM,Reactor R-101 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM03,,2020-10-21,2020-10-22,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-01 pH probe AT failure. Reading frozen at 235.0 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2022-04-15,2022-04-14,2022-04-15,TECO,MECH_TEAM_D
R-201,PM,"Reactor R-101 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2022-01-06,2022-02-19,2022-02-20,OPEN,MECH_TEAM_D
R-201,PM,Reactor R-01 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM01,2020-12-01,2021-01-17,2021-01-18,OPEN,MECH_TEAM_D
R-201,PM,Reactor R-02 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM03,2020-11-30,2021-01-09,2021-01-10,REL,MECH_TEAM_D
R-201,PM,,Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM02,2023-02-09,2023-04-03,223-04-04,TECO,MECH_TEAM_D
R-201,CM,Reactor R-03 pH probe AT failure. Reading frozen at 30.6 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2019-07-19,2019-07-21,2019-07-21,TECO,MECH_TEAM_D
R-201,PM,Reactor R-01 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM01,2019-07-21,2019-09-07,2019-09-07,OPEN,Mech_Team_D
R-201,PM,Reactor R-03 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM01,2020-11-30,2021-01-11,2021-01-11,PCNF,MECH_TEAM_D
R-201,PM,"Reactor R-01 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM01,2019-07-21,2019-08-29,2019-08-29,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-01 pH probe AT failure. Reading frozen at 235.0 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2020-12-02,2020-12-02,  2020-12-02  ,TECO,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2019-01-19,2019-01-20,2019-01-21,OPEN,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM03,2019-01-19,2019-03-19,2019-03-19,REL,MECH_TEAM_D
BLR-118,PM,Boiler BLR-01 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2020-09-10,2020-10-07,2020-10-07,PCNF,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM02,2019-04-28,2019-04-27,2019-04-27,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 high conductivity alarm. Boiler water TDS 281 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2020-06-02,2020-05-31,2020-05-31,TECO,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2023-02-26,2023-02-26,2023-02-26,OPEN,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 safety valve lifting at 101.6 bar below set pressure. Seat leakage suspected.,,CM02,221-10-15,2021-10-17,2021-10-17,PCNF,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 high conductivity alarm. Boiler water TDS 82 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM03,2020-09-09,2020-09-09,2020-09-10,CLSD,MECH_TEAM_D
BLR-118,PM,Boiler BLR-02 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM02,2022-01-12,2022-03-05,2022-03-06,PCNF,MECH_TEAM_D
BLR-118,PM,Boiler BLR-02 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM02,2019-04-28,2019-06-11,2019-06-12,PCNF,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2023-02-27,  2023-03-12  ,2023-03-13,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 safety valve lifting at 101.6 bar below set pressure. Seat leakage suspected.,,CM02,2019-01-18,2019-01-21,2019-01-22,PCNF,MECH_TEAM_D
BLR-118,PM,Boiler BLR-01 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM02,2020-09-10,2020-10-26,2020-10-27,PCNF,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 high conductivity alarm. Boiler water TDS 78 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2020-09-10,2020-09-11,2020-09-11,TECO,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2019-04-27,2019-04-27,2019-04-27,CLSD,MECH_TEAM_D
BLR-118,PM,Boiler BLR-01 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM2,2019-04-28,2019-06-12,2019-06-13,PCNF,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM03,2019-01-19,2019-03-19,2019-03-19,REL,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2019-01-18,2019-01-30,2019-01-30,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 high conductivity alarm. Boiler water TDS 82 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM03,2022-01-21,2022-01-19,2022-01-19,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 safety valve lifting at 83.0 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM033,2020-09-09,2020-09-09,2020-09-09,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 safety valve lifting at 16.3 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",,2022-01-22,2022-01-20,2022-01-21,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 high conductivity alarm. Boiler water TDS 78 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2022-01-22,2022-01-22,2022-01-22,TECO,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 high conductivity alarm. Boiler water TDS 281 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2023-02-26,2023-02-24,2023-02-24,TECO,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 safety valve lifting at 16.3 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM03,2019-04-28,2019-04-26,2019-04-26,CLSD,MECH_TEM_D
BLR-118,CM,Boiler BLR-02 high conductivity alarm. Boiler water TDS 82 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM03,2019-04-28,2019-04-27,2019-04-28,CLSD,
BLR-118,PM,Boiler BLR-01 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2019-04-28,2019-05-23,2019-05-24,,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2020-09-08,2020-09-08,2020-09-08,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 safety valve lifting at 16.3 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM03,2020-09-09,2020-09-09,2020-09-10,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 safety valve lifting at 101.6 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM02,2023-02-27,2023-03-01,2023-03-01,PCNF,MECH_TEAM_D
BLR-118,PM,Boiler BLR-01 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",Pm02,2022-01-22,,2022-02-17,PCNF,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2020-09-08,2020-09-08,2020-09-08,CLSD,MECH_TEAM_D
BLR-118,PM,Boiler BLR-02 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2019-04-27,2019-06-03,2019-06-03,REL,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 safety valve lifting at 16.3 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM03,2020-09-09,2020-09-09,2020-09-10,CLSD,MECH_TEAM_D
BLR-118,PM,Boiler BLR-01 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM02,2022-01-22,2022-03-10,2022-03-11,PCNF,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2021-10-14,2021-10-26,2021-10-26,CSD,MECH_TEAM_D
BLR-118,PM,Boiler BLR-02 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM02,2020-09-08,2020-10-20,2020-10-20,PCNF,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Staart standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2022-01-22,2022-01-23,2022-01-23,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2019-01-19,2019-01-20,2019-01-21,OPEN,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 safety valve lifting at 101.6 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM02,2020-06-02,2020-06-04,2020-06-04,PCNF,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 high conductivity alarm. Boiler water TDS 281 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2019-01-18,2019-01-17,2019-01-17,TECO,MECH_TEAM_D
BLR-118,PM,Boiler BLR-02 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",pm02,2022-01-22,2022-03-01,2022-03-01,REL,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Staart standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2022-01-22,2022-01-23,2022-01-23,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 high conductivity alarm. Boiler water TDS 281 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2021-10-15,2021-10-15,2021-10-15,TECO,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM03,2020-06-02,2020-07-30,2020-07-30,REL,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM02,2022-01-23,2022-01-22,2022-01-23,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 safety valve lifting at 83.0 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve regiser.",CM03,2019-0427,2019-04-26,-,CLSD,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drаin bοilеr. Dеsсale waterside surfaces. Inspect fireside tubes and rеfrасtοry. Inspect safety valve, рrеssure gаuge and wаtеr level gauges. Prераre inspeсtion report for rеgulatory authοrity.",Pm02,2020-06-02,2020-06-15,2020-06-15,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechaniacl seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2020-06-01,2020-06-02,2020-06-03,OPEN,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM03,2023-02-26,2023-04-25,2023-04-26,REL,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 high conductivity alarm. Boiler water TDS 281 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2020-06-02,2020-05-31,2020-05-31,TECO,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 feedwater pump failure. Loss of boiler feed. Emergency shutdown initiated.,Start standby feedwater pump. Investigate duty pump failure. Replace mechanical seal and bearings on duty pump. Test duty pump before returning to service.,CM03,2019-04-27,2019-04-27,2019-04-27,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-02 safety valve lifting at 83.0 bar below set pressure. Seat leakage suspected.,"Isolate safety valve. Remove and send to certified workshop for testing, reconditioning and recertification. Fit inspected spare valve. Update safety valve register.",CM03,2022-01-22,2022-01-22,2022-01-22,CLSD,MECH_TEAM_D
BLR-118,CM,Boiler BLR-01 high conductivity alarm. Boiler water TDS 78 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2019-04-28,2019-04-30,2019-04-30,TECO,MECH_TEAM_D
BLR-118,PM,Boiler BLR-02 annual statutory inspection. Internal and external inspection per local pressure vessel regulations.,"Drain boiler. Descale waterside surfaces. Inspect fireside tubes and refractory. Inspect safety valve, pressure gauge and water level gauges. Prepare inspection report for regulatory authority.",PM02,2020-09-08,2020-10-14,2020-10-14,REL,MECH_TEAM_D
BLR-118,CM,Boiler BLR-101 high conductivity alarm. Boiler water TDS 281 ppm above blowdown setpoint.,Increase blowdown frequency. Check dosing pump for chemical addition. Flush with fresh feedwater. Verify conductivity analyser calibration.,CM01,2023-02-26,2023-02-24,2023-02-24,TECO,MECH_TEAM_D
BLR-118,PM,Boiler BLR-101 six-monthly burner service and combustion efficiency test.,Service burner. Clean fuel nozzles. Check igniter electrode gap. Calibrate combustion analyser. Run combustion efficiency test. Adjust air-fuel ratio for optimum efficiency.,PM03,2021-10-15,2021-12-13,2021-12-14,REL,MECH_TEAM_D
C-369,PM,Crystalliser CR-101 annual internal inspection and agitator overhaul.,Drain vessel. Open manways. Internal inspection for scaling and corrosion. Replace agitator mechanical seal and bearings. Check jacket integrity. Inspect baffles.,PM03,2021-02-07,2021-03-21,2021-03-21,CLSD,MECH_TEAM_C
C-369,CM,Crystalliser CR-02 agitator overload. Motor current 32.0 A. Suspected crystalline buildup on impeller.,Shutdown аnd οpen CR-02 mаnway. Remove crystalline deposit from impellеr and baffles using citriс асid sοlvent wash. Inspeсt impеller blades for dаmagе. Rеassemble and verify torque.,CM02,2021-05-17,2021-05-18,2021-05-18,CLSD,MECH_TEAM_C
C-369,CM,Belt Conveyor CV-201 drive pulley lagging worn. Belt slipping under load.,Isolate conveyor. Remove drive pulley lagging. Clean pulley surface. Apply new ceramic lagging using approved adhesive. Cure before return to service. Verify belt tension.,CM02,2020-10-31,2020-10-31,2020-10-31,TECO,MECH_TEAM_C
C-369,PM,Crystalliser CR-101 annual internal inspection and agitator overhaul.,Drain vessel. Open manways. Internal inspection for scaling and corrosion. Replace agitator mechanical seal and bearings. Check jacket integrity. Inspect baffles.,PM03,2021-02-07,2021-03-21,2021-03-21,CLSD,MECH_TEAM_C
